,full_name,engine_capacity,resale_price,registered_year,insurance,transmission_type,kms_driven,owner_type,fuel_type,brand
9367,Amaze SX,1198.0,447000.0,2016,Zerodep,Manual,104427.0,First,Petrol,Honda
9368,Fortuner 2.8,2755.0,2800000.0,2018,First,Automatic,109000.0,First,Diesel,Toyota
9369,Santro Sportz,1086.0,529000.0,2019,Third,Manual,48344.0,First,CNG,Hyundai
9370,Wagon R,998.0,568000.0,2021,Third,Manual,33203.0,First,CNG,Maruti
9371,Swift VXI,1197.0,430000.0,2017,Third,Manual,75761.0,First,Petrol,Maruti
9372,i10 Era,1086.0,250000.0,2013,Third,Manual,100000.0,Second,Petrol,Hyundai
9373,City i,1497.0,650000.0,2014,Third,Automatic,70000.0,First,Petrol,Honda
9374,Swift VXI,1197.0,600000.0,2020,Third,Manual,40000.0,First,Petrol,Maruti
9375,i20 Magna,1197.0,350000.0,2013,Third,Manual,70000.0,Second,Petrol,Hyundai
9376,Celerio Green,998.0,390000.0,2016,Third,Manual,90000.0,Second,CNG,Maruti
9377,Hector Plus,1451.0,1900000.0,2021,Third,Automatic,20000.0,First,Petrol,MG
9378,Xcent 1.2,1197.0,541000.0,2018,Third,Manual,31133.0,First,Petrol,Hyundai
9379,Wagon R,998.0,509000.0,2019,Zerodep,Manual,53085.0,First,CNG,Maruti
9380,Baleno 1.2,1197.0,616000.0,2019,Third,Manual,77169.0,First,Petrol,Maruti
9381,Swift VXI,1197.0,294000.0,2012,First,Manual,70989.0,First,Petrol,Maruti
9382,Grand i10,1197.0,361000.0,2014,First,Manual,80039.0,First,Petrol,Hyundai
9383,Jazz 1.2,1199.0,534000.0,2016,First,Manual,68687.0,First,Petrol,Honda
9384,Creta 1.6,1591.0,825000.0,2017,Zerodep,Manual,41007.0,First,Petrol,Hyundai
9385,Alto 800,796.0,312000.0,2017,First,Manual,68031.0,First,CNG,Maruti
9386,Wagon R,998.0,309000.0,2015,Third,Manual,84392.0,First,Petrol,Maruti
9387,SX4 S,1462.0,970000.0,2021,Third,Manual,20000.0,First,Petrol,Maruti
9388,Vitara Brezza,1248.0,600000.0,2019,Third,Automatic,70000.0,First,Diesel,Maruti
9389,Triber RXL,999.0,550000.0,2020,Third,Automatic,20000.0,First,Petrol,Renault
9390,Ignis Zeta,1197.0,615000.0,2021,Third,Manual,40000.0,First,Petrol,Maruti
9391,Seltos HTK,1497.0,1350000.0,2022,Third,Manual,10000.0,First,Petrol,Kia
9392,Rover Freelander,2179.0,920000.0,2012,Third,Automatic,110000.0,Second,Diesel,Land-Rover
9393,Wagon R,998.0,316000.0,2014,First,Manual,50431.0,Second,Petrol,Maruti
9394,Grand i10,1197.0,384000.0,2016,Third,Manual,87714.0,Second,Petrol,Hyundai
9395,City 1.5,1497.0,285000.0,2010,Third,Manual,100759.0,First,Petrol,Honda
9396,Thar CRDe,2498.0,894000.0,2019,Third,Manual,36055.0,First,Diesel,Mahindra
9397,Swift LXI,1197.0,273000.0,2012,First,Manual,52991.0,Second,Petrol,Maruti
9398,Verna S,1497.0,1140000.0,2021,First,Manual,14800.0,First,Petrol,Hyundai
9399,Celerio VXI,998.0,386000.0,2016,Zerodep,Automatic,98397.0,First,Petrol,Maruti
9400,Wagon R,998.0,284000.0,2014,First,Manual,79204.0,Second,Petrol,Maruti
9401,Swift Dzire,1248.0,317000.0,2012,Third,Manual,117336.0,First,Diesel,Maruti
9402,Glanza G,1197.0,715000.0,2021,Third,Manual,40000.0,First,Petrol,Toyota
9403,Accent Executive,1495.0,125000.0,2011,Third,Manual,120000.0,Fifth,CNG,Hyundai
9404,Verna 1.6,1582.0,350000.0,2014,Third,Manual,90000.0,Second,Diesel,Hyundai
9405,Swift LXI,1197.0,380000.0,2015,Third,Manual,60000.0,First,Petrol,Maruti
9406,i20 Active,1197.0,460000.0,2016,Third,Manual,120000.0,Second,Petrol,Hyundai
9407,Ciaz 1.4,1373.0,525000.0,2017,Third,Automatic,80000.0,First,Petrol,Maruti
9408,Etios Liva,1197.0,544000.0,2019,Third,Manual,82334.0,First,Petrol,Toyota
9409,Wagon R,998.0,310000.0,2015,First,Manual,55386.0,First,Petrol,Maruti
9410,Etios G,1496.0,248000.0,2011,First,Manual,73068.0,First,Petrol,Toyota
9411,S-Presso VXI,998.0,412000.0,2019,Third,Manual,20792.0,First,Petrol,Maruti
9412,Rapid 1.5,1498.0,814000.0,2018,First,Automatic,59030.0,Second,Diesel,Skoda
9413,Swift LXI,1197.0,397000.0,2017,First,Manual,79697.0,First,Petrol,Maruti
9414,Swift Dzire,1197.0,618000.0,2017,Zerodep,Manual,38773.0,First,Petrol,Maruti
9415,Swift Dzire,1248.0,539000.0,2016,First,Manual,73201.0,First,Diesel,Maruti
9416,KWID 1.0,999.0,462000.0,2021,Zerodep,Automatic,9263.0,First,Petrol,Renault
9417,Creta 1.6,1591.0,769000.0,2016,First,Manual,48483.0,First,Petrol,Hyundai
9418,Swift Dzire,1197.0,364000.0,2013,First,Manual,63055.0,First,Petrol,Maruti
9419,Alto 800,796.0,280000.0,2018,Zerodep,Manual,67499.0,First,Petrol,Maruti
9420,SX4 S,1248.0,551000.0,2016,Third,Manual,121693.0,First,Diesel,Maruti
9421,Vento Petrol,1598.0,210000.0,2011,Uncovered,Manual,77986.0,Second,Petrol,Volkswagen
9422,XUV500 AT,2179.0,850000.0,2017,Third,Automatic,64559.0,Second,Diesel,Mahindra
9423,Innova Crysta,2393.0,1699000.0,2021,Uncovered,Manual,22591.0,First,Diesel,Toyota
9424,Ecosport 1.5,1498.0,425000.0,2017,Third,Manual,62227.0,Second,Diesel,Ford
9425,Zest Quadrajet,1248.0,208000.0,2015,Uncovered,Manual,130588.0,First,Diesel,Tata
9426,SX4 Vxi,1586.0,88789.0,2009,Uncovered,Manual,96394.0,Second,Petrol,Maruti
9427,City i,1497.0,633000.0,2014,First,Manual,52927.0,First,Petrol,Honda
9428,Santro Xing,1086.0,154000.0,2011,Third,Manual,73091.0,Second,Petrol,Hyundai
9429,Celerio LXI,998.0,341000.0,2018,Third,Manual,37934.0,First,Petrol,Maruti
9430,Magnite XL,999.0,654000.0,2021,Zerodep,Manual,37014.0,First,Petrol,Nissan
9431,Alto K10,998.0,162000.0,2010,Third,Manual,42373.0,Second,Petrol,Maruti
9432,Swift Dzire,1197.0,617000.0,2018,Zerodep,Automatic,73705.0,First,Petrol,Maruti
9433,Nexon XZ,1497.0,679000.0,2018,Zerodep,Manual,95268.0,First,Diesel,Tata
9434,Brio E,1198.0,248000.0,2013,Third,Manual,101259.0,First,Petrol,Honda
9435,i10 Sportz,1197.0,191000.0,2011,Third,Manual,54095.0,First,Petrol,Hyundai
9436,i10 Magna,1197.0,156000.0,2010,First,Manual,99873.0,First,Petrol,Hyundai
9437,Swift Dzire,1197.0,569000.0,2019,Zerodep,Manual,32436.0,First,Petrol,Maruti
9438,Tucson 2.0,1995.0,1088000.0,2017,First,Manual,53047.0,Second,Diesel,Hyundai
9439,Fortuner 4x2,2982.0,1154000.0,2013,Uncovered,Automatic,109618.0,First,Diesel,Toyota
9440,Wagon R,998.0,260000.0,2016,First,Manual,97975.0,First,Petrol,Maruti
9441,Verna 1.6,1582.0,350000.0,2014,Uncovered,Manual,94009.0,First,Diesel,Hyundai
9442,Amaze E,1498.0,218000.0,2014,Third,Manual,85489.0,First,Diesel,Honda
9443,Swift VDI,1248.0,380000.0,2015,Uncovered,Manual,90805.0,First,Diesel,Maruti
9444,Venue S,1197.0,850000.0,2022,Uncovered,Manual,10946.0,First,Petrol,Hyundai
9445,Hector Hybrid,1451.0,1490000.0,2020,Third,Manual,22231.0,First,Petrol,MG
9446,A6 2.0,1968.0,847000.0,2013,Third,Automatic,83384.0,Third,Diesel,Audi
9447,Alto K10,998.0,337000.0,2017,Third,Manual,41428.0,Third,Petrol,Maruti
9448,Celerio ZXI,998.0,424000.0,2018,Zerodep,Automatic,66387.0,Second,Petrol,Maruti
9449,Aura S,1197.0,638000.0,2020,Third,Manual,22599.0,First,Petrol,Hyundai
9450,Tigor XZ,1199.0,498000.0,2018,First,Manual,40031.0,First,Petrol,Tata
9451,Etios Liva,1364.0,389000.0,2016,Third,Manual,65041.0,Second,Diesel,Toyota
9452,Tiago 1.2,1199.0,458000.0,2018,Zerodep,Manual,52944.0,First,Petrol,Tata
9453,Celerio VXI,998.0,470000.0,2019,Zerodep,Manual,25268.0,First,Petrol,Maruti
9454,Etios V,1496.0,252000.0,2011,First,Manual,45599.0,First,Petrol,Toyota
9455,KWID 1.0,999.0,371000.0,2020,Third,Manual,44904.0,Second,Petrol,Renault
9456,SX4 S,1248.0,624000.0,2018,Zerodep,Manual,64362.0,First,Diesel,Maruti
9457,KWID 1.0,999.0,467000.0,2020,Third,Automatic,22475.0,First,Petrol,Renault
9458,Fortuner 4x2,2982.0,1170000.0,2014,Uncovered,Automatic,69268.0,First,Diesel,Toyota
9459,Fabia 1.2,1198.0,136000.0,2011,Uncovered,Manual,79803.0,Second,Petrol,Skoda
9460,Xcent 1.1,1120.0,225000.0,2014,Uncovered,Manual,139323.0,First,Diesel,Hyundai
9461,XF 2.2,2179.0,1155000.0,2015,Uncovered,Automatic,157794.0,First,Diesel,Jaguar
9462,Hexa XTA,2179.0,850000.0,2018,Uncovered,Automatic,186969.0,First,Diesel,Tata
9463,3 Series,1995.0,669000.0,2009,First,Automatic,36217.0,Third,Petrol,BMW
9464,Swift VDI,1248.0,302000.0,2014,First,Manual,141864.0,First,Diesel,Maruti
9465,Seltos HTX,1493.0,1310000.0,2020,Third,Automatic,17429.0,First,Diesel,Kia
9466,Zen Estilo,998.0,179000.0,2012,Third,Manual,15432.0,First,Petrol,Maruti
9467,Baleno 1.2,1197.0,629000.0,2019,First,Manual,33459.0,Second,Petrol,Maruti
9468,Wagon R,998.0,258000.0,2014,First,Manual,78125.0,First,Petrol,Maruti
9469,Wagon R,998.0,418000.0,2019,Third,Manual,22863.0,Second,Petrol,Maruti
9470,Ecosport 1.5,1498.0,752000.0,2019,First,Manual,43531.0,First,Diesel,Ford
9471,Nexon XZ,1199.0,902000.0,2021,First,Manual,23838.0,First,Petrol,Tata
9472,i20 Sportz,1197.0,613000.0,2020,Third,Manual,44394.0,First,Petrol,Hyundai
9473,Swift Dzire,1197.0,612000.0,2019,Zerodep,Manual,30444.0,First,Petrol,Maruti
9474,Magnite XE,999.0,565000.0,2022,Zerodep,Manual,15031.0,Second,Petrol,Nissan
9475,Celerio ZXI,998.0,379000.0,2016,Third,Manual,25318.0,Second,Petrol,Maruti
9476,SX4 S,1248.0,641000.0,2018,First,Manual,73126.0,First,Diesel,Maruti
9477,KWID RXL,799.0,297000.0,2018,Third,Manual,49390.0,First,Petrol,Renault
9478,Ecosport 1.5,1498.0,300000.0,2013,Third,Manual,84097.0,Second,Diesel,Ford
9479,Wagon R,1061.0,85000.0,2009,Uncovered,Manual,146439.0,First,Petrol,Maruti
9480,Etios Liva,1364.0,230000.0,2014,Uncovered,Manual,147043.0,Second,Diesel,Toyota
9481,Amaze S,1498.0,305000.0,2015,Uncovered,Manual,65660.0,First,Diesel,Honda
9482,XF 2.0,1999.0,1850000.0,2016,Uncovered,Automatic,62451.0,First,Diesel,Jaguar
9483,Terrano XL,1461.0,250000.0,2014,Uncovered,Manual,98133.0,Second,Diesel,Nissan
9484,M-Class ML,2143.0,1486000.0,2014,Uncovered,Automatic,78213.0,Second,Diesel,Mercedes-Benz
9485,Polo 1.5,1498.0,223000.0,2018,Uncovered,Manual,113190.0,First,Diesel,Volkswagen
9486,Vitara Brezza,1248.0,741000.0,2019,Third,Automatic,87576.0,First,Diesel,Maruti
9487,Ignis 1.2,1197.0,415000.0,2018,Zerodep,Manual,77588.0,First,Petrol,Maruti
9488,TUV 300,2179.0,693000.0,2018,Third,Manual,93924.0,Second,Diesel,Mahindra
9489,RediGO AMT,999.0,389000.0,2018,First,Automatic,4909.0,Second,Petrol,Datsun
9490,Alto 800,796.0,333000.0,2018,Third,Manual,68588.0,First,CNG,Maruti
9491,i20 Sportz,1197.0,447000.0,2014,First,Manual,48192.0,First,Petrol,Hyundai
9492,Creta 1.6,1591.0,1010000.0,2018,First,Manual,60036.0,First,Petrol,Hyundai
9493,City i,1497.0,539000.0,2014,Third,Manual,20650.0,Second,Petrol,Honda
9494,Amaze V,1199.0,553000.0,2018,Third,Manual,55561.0,First,Petrol,Honda
9495,Ertiga VXI,1462.0,629000.0,2014,First,Manual,86898.0,First,Petrol,Maruti
9496,Vitara Brezza,1248.0,641000.0,2018,Zerodep,Manual,81586.0,Second,Diesel,Maruti
9497,Nexon 1.5,1497.0,646000.0,2018,Third,Automatic,112209.0,First,Diesel,Tata
9498,Outlander 2.4,2360.0,371000.0,2010,Uncovered,Automatic,205210.0,Second,Petrol,Mitsubishi
9499,i10 Magna,1197.0,120000.0,2009,Uncovered,Manual,126751.0,First,Petrol,Hyundai
9500,i10 Magna,1197.0,82000.0,2008,Uncovered,Manual,93196.0,Third,Petrol,Hyundai
9501,Swift Dzire,1298.0,108000.0,2008,Uncovered,Manual,78485.0,Second,Petrol,Maruti
9502,City i,1497.0,545000.0,2015,Third,Automatic,96920.0,First,Petrol,Honda
9503,Endeavour 3.0L,2953.0,600000.0,2014,Third,Automatic,111023.0,Third,Diesel,Ford
9504,Rapid 1.6,1598.0,215000.0,2013,Uncovered,Manual,80447.0,Third,Diesel,Skoda
9505,City 1.5,1497.0,220000.0,2011,Uncovered,Manual,111686.0,Second,Petrol,Honda
9506,City V,1497.0,311000.0,2011,First,Automatic,99520.0,First,Petrol,Honda
9507,Wagon R,998.0,501000.0,2020,Third,Manual,9739.0,First,Petrol,Maruti
9508,Baleno 1.2,1197.0,561000.0,2019,First,Manual,28991.0,First,Petrol,Maruti
9509,Ritz Elate,1197.0,310000.0,2014,First,Manual,65519.0,First,Petrol,Maruti
9510,Swift VXI,1197.0,556000.0,2019,First,Manual,32501.0,First,Petrol,Maruti
9511,Urban cruiser,1462.0,918000.0,2021,Zerodep,Automatic,58547.0,First,Petrol,Toyota
9512,Virtus GT,1498.0,1735000.0,2022,Third,Automatic,10922.0,First,Petrol,Volkswagen
9513,Ritz VXi,1197.0,189000.0,2010,First,Manual,64204.0,First,Petrol,Maruti
9514,i20 1.2,1197.0,587000.0,2018,Zerodep,Manual,14362.0,First,Petrol,Hyundai
9515,Swift LXI,1197.0,227000.0,2011,First,Manual,55018.0,Second,Petrol,Maruti
9516,Swift Dzire,1197.0,316000.0,2013,Third,Manual,68376.0,First,Petrol,Maruti
9517,Swift RS,1197.0,300000.0,2013,Third,Manual,36232.0,First,Petrol,Maruti
9518,GO Plus,1198.0,210000.0,2015,Uncovered,Manual,71155.0,First,Petrol,Datsun
9519,Linea 1.3,1248.0,170000.0,2012,Third,Manual,104493.0,First,Diesel,Fiat
9520,Figo Titanium,1499.0,520000.0,2020,Third,Manual,56052.0,Second,Diesel,Ford
9521,Ritz LXi,1197.0,222000.0,2012,Third,Manual,49297.0,First,Petrol,Maruti
9522,Creta SX,1497.0,1660000.0,2020,First,Automatic,47554.0,First,Petrol,Hyundai
9523,Seltos HTX,1497.0,1470000.0,2021,Uncovered,Automatic,15726.0,First,Petrol,Kia
9524,Seltos GTX,1353.0,1720000.0,2020,Uncovered,Automatic,21168.0,First,Petrol,Kia
9525,i20 Magna,1396.0,227000.0,2013,Uncovered,Manual,107224.0,First,Diesel,Hyundai
9526,Wagon R,1197.0,541000.0,2021,First,Manual,18543.0,First,Petrol,Maruti
9527,Nexon XM,1497.0,515000.0,2018,First,Manual,62764.0,Third,Diesel,Tata
9528,KWID RXT,799.0,393000.0,2019,Third,Manual,16174.0,First,Petrol,Renault
9529,Ritz VDi,1248.0,326000.0,2014,First,Manual,72273.0,First,Diesel,Maruti
9530,i20 1.2,1197.0,587000.0,2018,Third,Manual,48250.0,First,Petrol,Hyundai
9531,Alto LXi,796.0,152000.0,2011,First,Manual,107439.0,Second,Petrol,Maruti
9532,Vitara Brezza,1248.0,757000.0,2019,Zerodep,Manual,61307.0,First,Diesel,Maruti
9533,Creta 1.6,1591.0,1132000.0,2018,First,Automatic,23147.0,First,Petrol,Hyundai
9534,i20 1.2,1197.0,646000.0,2018,First,Manual,43740.0,First,Petrol,Hyundai
9535,Wagon R,998.0,197000.0,2010,First,Manual,15588.0,First,Petrol,Maruti
9536,Ertiga VXI,1462.0,643000.0,2014,First,Manual,22243.0,First,Petrol,Maruti
9537,Ciaz 1.4,1373.0,625000.0,2017,Uncovered,Automatic,59812.0,First,Petrol,Maruti
9538,E-Class E250,2143.0,1372000.0,2015,Third,Automatic,85612.0,First,Diesel,Mercedes-Benz
9539,Creta 1.4,1396.0,700000.0,2017,Third,Manual,174628.0,First,Diesel,Hyundai
9540,Swift 1.2,1197.0,150000.0,2010,Uncovered,Manual,167455.0,First,Petrol,Maruti
9541,i20 1.2,1197.0,190000.0,2012,Uncovered,Manual,59707.0,First,Petrol,Hyundai
9542,Duster 110PS,1461.0,389000.0,2014,Third,Manual,112186.0,First,Diesel,Renault
9543,Baleno 1.2,1197.0,521000.0,2019,Uncovered,Manual,23136.0,Second,Petrol,Maruti
9544,CR-V Diesel,1597.0,1650000.0,2019,Uncovered,Automatic,63660.0,First,Diesel,Honda
9545,Swift LXI,1197.0,446000.0,2017,Zerodep,Manual,46987.0,First,Petrol,Maruti
9546,Baleno 1.2,1197.0,512000.0,2019,Zerodep,Manual,97494.0,First,Petrol,Maruti
9547,A-Star Vxi,998.0,161000.0,2010,First,Manual,56493.0,Third,Petrol,Maruti
9548,Amaze S,1199.0,502000.0,2017,First,Manual,31433.0,First,Petrol,Honda
9549,Swift Dzire,1197.0,395000.0,2015,Third,Manual,86630.0,Second,Petrol,Maruti
9550,Glanza V,1197.0,759000.0,2021,Zerodep,Manual,24378.0,First,Petrol,Toyota
9551,Vitara Brezza,1248.0,733000.0,2019,First,Automatic,54125.0,Second,Diesel,Maruti
9552,Swift VXI,1197.0,533000.0,2019,First,Manual,25661.0,Second,Petrol,Maruti
9553,Vitara Brezza,1248.0,586000.0,2018,Zerodep,Manual,98342.0,First,Diesel,Maruti
9554,Swift LDI,1248.0,282000.0,2014,Third,Manual,114756.0,Second,Diesel,Maruti
9555,Rapid 1.0,999.0,1675000.0,2021,Third,Automatic,10000.0,First,Petrol,Skoda
9556,SX4 VXI,1586.0,92293.0,2009,Uncovered,Manual,78430.0,Second,Petrol,Maruti
9557,Grand i10,1197.0,465000.0,2018,Zerodep,Manual,23111.0,First,Petrol,Hyundai
9558,Alto LXi,796.0,130000.0,2012,Uncovered,Manual,42087.0,Second,Petrol,Maruti
9559,Ignis Sigma,1197.0,461000.0,2022,Uncovered,Manual,20973.0,First,Petrol,Maruti
9560,Aspire 1.2,1196.0,400000.0,2018,Uncovered,Manual,77155.0,First,Petrol,Ford
9561,Ciaz ZDi,1248.0,492000.0,2016,Uncovered,Manual,70893.0,First,Diesel,Maruti
9562,Hector Sharp,1451.0,1320000.0,2019,Uncovered,Automatic,33714.0,First,Petrol,MG
9563,i10 Magna,1086.0,106000.0,2008,Uncovered,Manual,82309.0,First,Petrol,Hyundai
9564,i20 1.2,1197.0,201000.0,2011,First,Manual,93305.0,Second,Petrol,Hyundai
9565,Swift VDI,1248.0,403000.0,2015,Third,Manual,117499.0,First,Diesel,Maruti
9566,Alto 800,796.0,352000.0,2019,Third,Manual,46881.0,First,Petrol,Maruti
9567,KWID RXL,799.0,296000.0,2019,Third,Manual,32860.0,Second,Petrol,Renault
9568,Santro Xing,1086.0,234000.0,2013,Third,Manual,63561.0,First,Petrol,Hyundai
9569,Ecosport 1.5,1498.0,455000.0,2017,Zerodep,Manual,91888.0,First,Diesel,Ford
9570,Swift Dzire,1197.0,389000.0,2014,First,Manual,84122.0,First,Petrol,Maruti
9571,Alto 800,796.0,346000.0,2021,Third,Manual,10900.0,First,Petrol,Maruti
9572,Swift VXI,1197.0,397000.0,2017,Third,Manual,93464.0,First,Petrol,Maruti
9573,City 1.5,1497.0,262000.0,2010,First,Manual,76765.0,First,Petrol,Honda
9574,Amaze V,1199.0,681000.0,2018,Third,Automatic,54426.0,First,Petrol,Honda
9575,Magnite Turbo,999.0,913000.0,2022,Zerodep,Automatic,4352.0,First,Petrol,Nissan
9576,XF 2.0,1999.0,1150000.0,2014,First,Automatic,93650.0,Third,Diesel,Jaguar
9577,i10 Magna,1197.0,205000.0,2012,Uncovered,Manual,62081.0,First,Petrol,Hyundai
9578,E-Class E250,2143.0,1062000.0,2014,Uncovered,Automatic,128283.0,First,Diesel,Mercedes-Benz
9579,C-Class C,1796.0,403000.0,2009,Third,Automatic,71338.0,Second,Petrol,Mercedes-Benz
9580,7 Series,2993.0,1400000.0,2010,Uncovered,Automatic,77487.0,Second,Diesel,BMW
9581,i20 Asta,1396.0,490000.0,2017,Uncovered,Manual,33437.0,First,Diesel,Hyundai
9582,XJ 3.0L,2993.0,490000.0,2012,Uncovered,Automatic,56446.0,Second,Diesel,Jaguar
9583,EON Era,814.0,170000.0,2013,First,Manual,39492.0,First,Petrol,Hyundai
9584,Creta 1.6,1591.0,1055000.0,2019,Zerodep,Manual,26704.0,First,Petrol,Hyundai
9585,Baleno 1.2,1197.0,508000.0,2017,Zerodep,Manual,86028.0,First,Petrol,Maruti
9586,Swift Dzire,1197.0,310000.0,2013,First,Manual,88833.0,Second,Petrol,Maruti
9587,Brio VX,1198.0,257000.0,2013,Third,Manual,68266.0,First,Petrol,Honda
9588,Swift VXI,1197.0,481000.0,2017,First,Manual,39046.0,First,Petrol,Maruti
9589,Swift LXI,1197.0,597000.0,2021,Zerodep,Manual,43062.0,First,Petrol,Maruti
9590,Wagon R,998.0,297000.0,2015,Third,Manual,70766.0,First,Petrol,Maruti
9591,i10 Era,1086.0,217000.0,2012,First,Manual,63585.0,First,Petrol,Hyundai
9592,TUV 300,2179.0,779000.0,2018,Zerodep,Manual,82754.0,First,Diesel,Mahindra
9593,Tiago XZ,1199.0,467000.0,2019,Zerodep,Manual,53263.0,First,Petrol,Tata
9594,Swift ZXI,1197.0,432000.0,2014,Zerodep,Manual,56753.0,Second,Petrol,Maruti
9595,Alto 800,796.0,391000.0,2020,First,Manual,9533.0,First,Petrol,Maruti
9596,XUV500 W8,2179.0,620000.0,2015,Zerodep,Manual,46745.0,First,Diesel,Mahindra
9597,Amaze S,1198.0,335000.0,2015,Third,Manual,43412.0,Second,Petrol,Honda
9598,Swift Dzire,1298.0,130000.0,2009,Uncovered,Manual,116302.0,First,Petrol,Maruti
9599,Alto LXi,796.0,66988.0,2008,Uncovered,Manual,48594.0,Second,Petrol,Maruti
9600,Swift Dzire,1248.0,495000.0,2017,Uncovered,Manual,44451.0,First,Diesel,Maruti
9601,Verna 1.6,1591.0,311000.0,2011,Uncovered,Manual,63550.0,First,Petrol,Hyundai
9602,Santro Xing,1086.0,165000.0,2011,Uncovered,Manual,82415.0,First,Petrol,Hyundai
9603,Etios Cross,1364.0,320000.0,2014,Third,Manual,51838.0,First,Diesel,Toyota
9604,Tiago 1.2,1199.0,595000.0,2019,First,Automatic,43220.0,Second,Petrol,Tata
9605,Swift Dzire,1197.0,553000.0,2019,Zerodep,Manual,42110.0,First,Petrol,Maruti
9606,Tiago 1.05,1047.0,408000.0,2018,Zerodep,Manual,30246.0,First,Diesel,Tata
9607,Swift Dzire,1197.0,755000.0,2019,First,Automatic,36500.0,First,Petrol,Maruti
9608,Swift Dzire,1197.0,534000.0,2018,First,Manual,62621.0,First,Petrol,Maruti
9609,Brio S,1198.0,227000.0,2012,First,Manual,54288.0,First,Petrol,Honda
9610,Glanza G,1197.0,785000.0,2021,Third,Manual,29615.0,First,Petrol,Toyota
9611,Wagon R,998.0,389000.0,2018,Zerodep,Manual,21563.0,Second,Petrol,Maruti
9612,i20 Asta,1197.0,618000.0,2017,First,Manual,20448.0,First,Petrol,Hyundai
9613,Amaze E,1199.0,588000.0,2019,First,Manual,29147.0,First,Petrol,Honda
9614,Grand i10,1120.0,276000.0,2013,First,Manual,108720.0,First,Diesel,Hyundai
9615,RediGO D,799.0,201000.0,2018,Zerodep,Manual,15576.0,First,Petrol,Datsun
9616,City 1.5,1497.0,165000.0,2009,Third,Manual,80127.0,First,Petrol,Honda
9617,KWID 1.0,999.0,266000.0,2016,Third,Automatic,89346.0,Second,Petrol,Renault
9618,City V,1498.0,1030000.0,2021,First,Automatic,11905.0,First,Petrol,Honda
9619,Corolla Altis,1798.0,1005000.0,2016,Uncovered,Automatic,90680.0,Second,Petrol,Toyota
9620,Beat PS,1199.0,190000.0,2016,Uncovered,Manual,,First,Petrol,Chevrolet
9621,Swift Dzire,1197.0,400000.0,2016,Uncovered,Manual,82784.0,First,Petrol,Maruti
9622,Grand i10,1197.0,350000.0,2013,First,Manual,127938.0,First,Petrol,Hyundai
9623,Xcent 1.2,1197.0,340000.0,2015,Uncovered,Manual,71050.0,First,Petrol,Hyundai
9624,Santro Sportz,1086.0,475000.0,2019,Third,Manual,57310.0,First,CNG,Hyundai
9625,KWID RXL,799.0,380000.0,2019,Third,Manual,14000.0,First,Petrol,Renault
9626,Baleno 1.2,1197.0,585000.0,2018,Third,Manual,38000.0,First,Petrol,Maruti
9627,Baleno 1.2,1197.0,585000.0,2018,Third,Manual,43466.0,First,Petrol,Maruti
9628,City i,1497.0,472000.0,2014,First,Manual,105662.0,First,Petrol,Honda
9629,Corolla Altis,1364.0,1078000.0,2018,Third,Manual,51716.0,Second,Diesel,Toyota
9630,KWID 1.0,999.0,425000.0,2018,First,Manual,13500.0,Second,Petrol,Renault
9631,Baleno Zeta,1197.0,779000.0,2021,First,Automatic,40380.0,First,Petrol,Maruti
9632,KWID RXT,799.0,385000.0,2018,First,Manual,34250.0,First,Petrol,Renault
9633,WR-V i-VTEC,1199.0,710000.0,2018,Zerodep,Manual,12724.0,Second,Petrol,Honda
9634,Swift VDI,1248.0,396000.0,2014,First,Manual,44060.0,First,Diesel,Maruti
9635,Etios Liva,1364.0,296000.0,2013,First,Manual,106211.0,Second,Diesel,Toyota
9636,CLA 200,2143.0,1114000.0,2015,Uncovered,Automatic,35052.0,Third,Diesel,Mercedes-Benz
9637,Grand i10,1120.0,230000.0,2015,Uncovered,Manual,96459.0,First,Diesel,Hyundai
9638,i10 Era,1086.0,80000.0,2008,Third,Manual,92341.0,Second,Petrol,Hyundai
9639,Venue SX,998.0,1030000.0,2021,Zerodep,Automatic,8183.0,First,Petrol,Hyundai
9640,Swift Dzire,1197.0,129000.0,2010,Uncovered,Manual,106877.0,Third,Petrol,Maruti
9641,i20 Sportz,1396.0,400000.0,2014,First,Manual,100397.0,Second,Diesel,Hyundai
9642,Etios Cross,1364.0,300000.0,2014,First,Manual,97061.0,First,Diesel,Toyota
9643,Creta 1.6,1582.0,800000.0,2017,Uncovered,Manual,96857.0,First,Diesel,Hyundai
9644,Ciaz Alpha,1462.0,828000.0,2020,Zerodep,Manual,27344.0,First,Petrol,Maruti
9645,WR-V i-VTEC,1199.0,614000.0,2018,First,Manual,27116.0,First,Petrol,Honda
9646,Swift VXI,1197.0,531000.0,2018,Zerodep,Manual,38982.0,Second,Petrol,Maruti
9647,Alto K10,998.0,289000.0,2016,First,Manual,59423.0,First,Petrol,Maruti
9648,Amaze S,1199.0,665000.0,2021,Zerodep,Manual,16029.0,First,Petrol,Honda
9649,Wagon R,998.0,482000.0,2019,First,Manual,35483.0,Second,CNG,Maruti
9650,Yaris G,1496.0,928000.0,2021,Zerodep,Manual,23589.0,First,Petrol,Toyota
9651,Swift VXI,1197.0,409000.0,2015,First,Manual,37290.0,First,Petrol,Maruti
9652,KWID 1.0,999.0,445000.0,2018,First,Automatic,41250.0,First,Petrol,Renault
